Rank,Artist,Title,Streams,Date
39,Sia,Cheap Thrills,"1,187,880",2017-01-04
40,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"1,184,008",2017-01-04
41,Alan Walker,Alone,"1,151,007",2017-01-04
42,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"1,093,336",2017-01-04
43,Alessia Cara,"How Far I'll Go - From ""Moana""","1,085,103",2017-01-04
44,Aminé,Caroline,"1,058,375",2017-01-04
45,J Balvin,Safari,"1,044,810",2017-01-04
46,DRAM,Broccoli (feat. Lil Yachty),"1,041,508",2017-01-04
47,Calvin Harris,This Is What You Came For,"998,694",2017-01-04
48,Ricky Martin,Vente Pa' Ca,"978,607",2017-01-04
49,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"977,577",2017-01-04
50,Zion & Lennox,Otra vez (feat. J Balvin),"960,846",2017-01-04
51,Big Sean,Bounce Back,"917,753",2017-01-04
52,Sia,The Greatest,"910,475",2017-01-04
53,The Weeknd,Party Monster,"903,776",2017-01-04
54,NEIKED,Sexual,"892,451",2017-01-04
55,Martin Jensen,Solo Dance,"882,787",2017-01-04
56,J. Cole,Deja Vu,"877,618",2017-01-04
57,Jonas Blue,Perfect Strangers,"860,118",2017-01-04
58,Twenty One Pilots,Ride,"858,126",2017-01-04
59,Rag'n'Bone Man,Human,"841,802",2017-01-04
60,Noah Cyrus,Make Me (Cry),"829,868",2017-01-04
61,Rihanna,Work,"810,565",2017-01-04
62,Drake,Too Good,"804,635",2017-01-04
63,gnash,"i hate u, i love u (feat. olivia o'brien)","804,617",2017-01-04
64,Adele,Water Under the Bridge,"801,876",2017-01-04
65,Twenty One Pilots,Stressed Out,"790,310",2017-01-04
66,Luke Christopher,Lot to Learn,"783,013",2017-01-04
67,Alan Walker,Faded,"768,721",2017-01-04
68,Justin Bieber,Love Yourself,"765,363",2017-01-04
69,Desiigner,Panda,"756,176",2017-01-04
70,The Chainsmokers,Setting Fires,"736,797",2017-01-04
71,Justin Bieber,Sorry,"722,759",2017-01-04
72,Petit Biscuit,Sunset Lover,"722,179",2017-01-04
73,Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),"720,940",2017-01-04
74,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","717,655",2017-01-04
75,Coldplay,Hymn for the Weekend - Seeb Remix,"713,104",2017-01-04
76,Drake,Controlla,"702,649",2017-01-04
77,Mike Perry,The Ocean (feat. Shy Martin),"699,588",2017-01-04
78,21 Savage,X (feat. Future),"688,849",2017-01-04
79,Little Mix,Shout Out to My Ex,"687,060",2017-01-04
80,Rob $tone,Chill Bill,"685,579",2017-01-04
81,Jon Bellion,All Time Low,"678,673",2017-01-04
82,MC G15,Deu Onda,"667,689",2017-01-04
83,Rihanna,Needed Me,"667,390",2017-01-04
84,Ariana Grande,Into You,"662,335",2017-01-04
85,Sebastian Yatra,Traicionera,"653,860",2017-01-04
86,DNCE,Cake By The Ocean,"649,265",2017-01-04
87,Ed Sheeran,Photograph,"646,907",2017-01-04
88,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"646,225",2017-01-04
89,Carlos Vives,La Bicicleta,"644,289",2017-01-04
90,Lukas Graham,7 Years,"643,253",2017-01-04
91,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"638,643",2017-01-04
92,Bruno Mars,Versace on the Floor,"633,681",2017-01-04
93,Bebe Rexha,I Got You,"632,312",2017-01-04
94,Drake,Sneakin’,"631,385",2017-01-04
95,FRENSHIP,Capsize,"627,164",2017-01-04
96,The Weeknd,Sidewalks,"621,313",2017-01-04
97,Andy Grammer,Fresh Eyes,"619,191",2017-01-04
98,Sia,The Greatest,"619,133",2017-01-04
99,Hearts & Colors,Lighthouse - Andrelli Remix,"616,045",2017-01-04
100,Adele,Send My Love (To Your New Lover),"598,681",2017-01-04
101,AJR,Weak,"596,703",2017-01-04
102,Niall Horan,This Town,"592,946",2017-01-04
103,DJ Snake,Middle,"590,931",2017-01-04
104,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),"590,437",2017-01-04
105,Childish Gambino,Redbone,"585,346",2017-01-04
106,The Weeknd,Six Feet Under,"582,397",2017-01-04
107,21 Savage,No Heart,"580,066",2017-01-04
108,MØ,Final Song,"576,280",2017-01-04
109,Ed Sheeran,Thinking out Loud,"576,109",2017-01-04
110,Daddy Yankee,Shaky Shaky,"575,729",2017-01-04
111,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"564,873",2017-01-04
112,Jonas Blue,Fast Car,"560,771",2017-01-04
113,Calum Scott,Dancing On My Own,"557,698",2017-01-04
114,G-Eazy,"Me, Myself & I","557,620",2017-01-04
115,Ozuna,Dile Que Tu Me Quieres,"553,958",2017-01-04
116,Enrique Iglesias,DUELE EL CORAZON,"542,148",2017-01-04
117,Nause,Dynamite (feat. Pretty Sister),"541,192",2017-01-04
118,Young M.A,OOOUUU,"540,909",2017-01-04
119,G-Eazy,Some Kind Of Drug,"537,164",2017-01-04
120,Galantis,Love on Me,"536,697",2017-01-04
121,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","535,630",2017-01-04
122,KYLE,iSpy (feat. Lil Yachty),"532,939",2017-01-04
123,Major Lazer,Lean On (feat. MØ & DJ Snake),"529,220",2017-01-04
124,Cheat Codes,Sex,"526,724",2017-01-04
125,Adele,Hello,"523,850",2017-01-04
126,ZAYN,PILLOWTALK,"510,737",2017-01-04
127,J. Cole,Neighbors,"510,694",2017-01-04
128,San Holo,Light,"502,052",2017-01-04
129,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"500,010",2017-01-04
130,Lil Uzi Vert,You Was Right,"499,866",2017-01-04
131,James Hersey,Miss You,"499,101",2017-01-04
132,Rihanna,Love On The Brain,"496,617",2017-01-04
133,Young Thug,pick up the phone,"493,412",2017-01-04
134,Flume,Never Be Like You,"491,743",2017-01-04
135,State of Sound,Wake Up Where You Are,"491,734",2017-01-04
136,Zara Larsson,Ain't My Fault,"488,910",2017-01-04
137,Shawn Mendes,Stitches,"488,217",2017-01-04
138,The Chainsmokers,Roses,"486,499",2017-01-04
139,Piso 21,Me Llamas (feat. Maluma) - Remix,"485,275",2017-01-04
140,Zara Larsson,Lush Life,"483,079",2017-01-04
141,The Weeknd,Reminder,"474,968",2017-01-04
142,Sean Paul,No Lie,"472,008",2017-01-04
143,KREAM,Taped up Heart (feat. Clara Mae),"464,883",2017-01-04
144,Justin Bieber,What Do You Mean?,"464,299",2017-01-04
145,Wisin,Vacaciones,"463,393",2017-01-04
146,Maluma,Borro Cassette,"463,381",2017-01-04
147,Chino & Nacho,Andas En Mi Cabeza,"460,148",2017-01-04
148,J. Cole,Immortal,"459,333",2017-01-04
149,James Bay,Let It Go,"454,522",2017-01-04
150,MiC LOWRY,Oh Lord,"452,426",2017-01-04
151,The Weeknd,Rockin’,"451,640",2017-01-04
152,Bruno Mars,That's What I Like,"450,733",2017-01-04
153,Little Mix,Touch,"449,934",2017-01-04
154,Rae Sremmurd,Swang,"448,153",2017-01-04
155,Drake,Jumpman,"442,575",2017-01-04
156,DVBBS,Not Going Home,"442,559",2017-01-04
157,JP Cooper,September Song,"437,858",2017-01-04
158,Dante Klein,Let Me Hold You (Turn Me On),"435,023",2017-01-04
159,Kiiara,Gold,"432,569",2017-01-04
160,Tove Lo,Cool Girl,"431,785",2017-01-04
161,Drake,Hotline Bling,"431,304",2017-01-04
162,Joel Adams,Please Don't Go,"429,644",2017-01-04
163,Marc E. Bassy,You & Me,"429,533",2017-01-04
164,Galantis,No Money,"428,990",2017-01-04
165,The Weeknd,The Hills,"428,389",2017-01-04
166,The Weeknd,Die For You,"428,283",2017-01-04
167,Anne-Marie,Alarm,"426,692",2017-01-04
168,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","422,011",2017-01-04
169,Maluma,Cuatro Babys,"420,769",2017-01-04
170,Future,Low Life,"420,156",2017-01-04
171,Lady Gaga,Million Reasons,"413,126",2017-01-04
172,J. Cole,No Role Modelz,"407,313",2017-01-04
173,Milky Chance,Cocoon,"400,194",2017-01-04
174,The Weeknd,Secrets,"398,915",2017-01-04
175,Coldplay,Hymn for the Weekend,"398,774",2017-01-04
176,Charly Black,Gyal You A Party Animal - Remix,"393,450",2017-01-04
177,Flume,Say It (feat. Tove Lo),"388,593",2017-01-04
178,The Weeknd,Can't Feel My Face,"385,670",2017-01-04
179,The Weeknd,True Colors,"385,618",2017-01-04
180,David Guetta,Would I Lie to You - Radio Edit,"385,203",2017-01-04
181,Isaiah,It's Gotta Be You,"383,927",2017-01-04
182,Future,Used to This,"381,934",2017-01-04
183,Mura Masa,Love$ick (feat. A$AP Rocky),"377,856",2017-01-04
184,John Legend,All of Me,"376,898",2017-01-04
185,Passenger,Let Her Go,"375,288",2017-01-04
186,VÉRITÉ,Somebody Else,"374,156",2017-01-04
187,J. Cole,Change,"374,137",2017-01-04
188,Farruko,Chillax (feat. Ky-Mani Marley),"372,552",2017-01-04
189,Adele,When We Were Young,"370,986",2017-01-04
190,Flo Rida,Cake - Challenge Version,"369,937",2017-01-04
191,Eminem,'Till I Collapse,"369,925",2017-01-04
192,Coldplay,Adventure of a Lifetime,"369,769",2017-01-04
193,Post Malone,White Iverson,"369,128",2017-01-04
194,Coldplay,The Scientist,"366,405",2017-01-04
195,The Killers,Mr. Brightside,"365,945",2017-01-04
196,Sam Smith,Stay With Me,"365,563",2017-01-04
197,Travis Scott,goosebumps,"365,348",2017-01-04
198,Selena Gomez,Kill Em With Kindness,"360,307",2017-01-04
199,Robin Schulz,Sugar (feat. Francesco Yates),"356,757",2017-01-04
200,Bryson Tiller,Don't,"355,720",2017-01-04
Rank,Artist,Title,Streams,Date
1,The Weeknd,Starboy,"3,619,247",2017-01-05
2,The Chainsmokers,Closer,"3,224,594",2017-01-05
3,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"2,977,555",2017-01-05
4,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","2,878,313",2017-01-05
5,DJ Snake,Let Me Love You,"2,680,096",2017-01-05
6,Maroon 5,Don't Wanna Know,"2,599,826",2017-01-05
7,James Arthur,Say You Won't Let Go,"2,555,826",2017-01-05
8,The Weeknd,I Feel It Coming,"2,441,812",2017-01-05
9,Drake,Fake Love,"2,427,406",2017-01-05
10,Bruno Mars,24K Magic,"2,315,382",2017-01-05
11,Rae Sremmurd,Black Beatles,"2,183,966",2017-01-05
12,Starley,Call On Me - Ryan Riback Extended Remix,"2,058,218",2017-01-05
13,Shakira,Chantaje (feat. Maluma),"2,042,231",2017-01-05
14,Martin Garrix,In the Name of Love,"1,983,348",2017-01-05
15,Drake,One Dance,"1,966,480",2017-01-05
16,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"1,936,122",2017-01-05
17,Steve Aoki,Just Hold On,"1,888,869",2017-01-05
18,Migos,Bad and Boujee (feat. Lil Uzi Vert),"1,871,126",2017-01-05
19,Ariana Grande,Side To Side,"1,850,372",2017-01-05
20,Machine Gun Kelly,Bad Things (with Camila Cabello),"1,765,071",2017-01-05
21,Hailee Steinfeld,Starving,"1,713,561",2017-01-05
22,Shawn Mendes,Mercy,"1,705,070",2017-01-05
23,The Chainsmokers,All We Know,"1,616,547",2017-01-05
24,Calvin Harris,My Way,"1,517,745",2017-01-05
25,Twenty One Pilots,Heathens,"1,487,556",2017-01-05
26,Shawn Mendes,Treat You Better,"1,450,273",2017-01-05
27,Alessia Cara,Scars To Your Beautiful,"1,418,113",2017-01-05
28,The Vamps,All Night,"1,399,632",2017-01-05
29,The Chainsmokers,Don't Let Me Down,"1,399,606",2017-01-05
30,John Legend,Love Me Now,"1,359,778",2017-01-05
31,Zara Larsson,I Would Like,"1,330,241",2017-01-05
32,Sage The Gemini,Now and Later,"1,326,998",2017-01-05
33,Jonas Blue,By Your Side,"1,310,340",2017-01-05
34,Robin Schulz,Shed a Light,"1,308,269",2017-01-05
35,Alok,Hear Me Now,"1,290,648",2017-01-05
36,Nevada,The Mack,"1,263,287",2017-01-05
37,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","1,224,732",2017-01-05
38,CNCO,Reggaetón Lento (Bailemos),"1,208,203",2017-01-05
39,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"1,190,610",2017-01-05
40,Alan Walker,Alone,"1,182,354",2017-01-05
41,Alessia Cara,"How Far I'll Go - From ""Moana""","1,175,262",2017-01-05
42,Sia,Cheap Thrills,"1,161,580",2017-01-05
43,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"1,086,882",2017-01-05
44,Aminé,Caroline,"1,075,120",2017-01-05
45,J Balvin,Safari,"1,045,751",2017-01-05
46,DRAM,Broccoli (feat. Lil Yachty),"1,039,292",2017-01-05
47,Calvin Harris,This Is What You Came For,"1,000,852",2017-01-05
48,Ricky Martin,Vente Pa' Ca,"991,208",2017-01-05
49,Zion & Lennox,Otra vez (feat. J Balvin),"964,817",2017-01-05
50,Sia,The Greatest,"963,854",2017-01-05
51,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"946,118",2017-01-05
52,Big Sean,Bounce Back,"931,176",2017-01-05
53,Martin Jensen,Solo Dance,"920,821",2017-01-05
54,The Weeknd,Party Monster,"913,750",2017-01-05
55,J. Cole,Deja Vu,"904,987",2017-01-05
56,NEIKED,Sexual,"897,011",2017-01-05
57,Rag'n'Bone Man,Human,"875,797",2017-01-05
58,Jonas Blue,Perfect Strangers,"871,058",2017-01-05
59,Noah Cyrus,Make Me (Cry),"851,869",2017-01-05
60,Adele,Water Under the Bridge,"848,498",2017-01-05
61,Twenty One Pilots,Ride,"843,302",2017-01-05
62,Luke Christopher,Lot to Learn,"814,912",2017-01-05
63,gnash,"i hate u, i love u (feat. olivia o'brien)","806,607",2017-01-05
64,Drake,Too Good,"804,605",2017-01-05
65,Petit Biscuit,Sunset Lover,"782,770",2017-01-05
66,Rihanna,Work,"776,611",2017-01-05
67,Twenty One Pilots,Stressed Out,"767,697",2017-01-05
68,Alan Walker,Faded,"761,175",2017-01-05
69,Justin Bieber,Love Yourself,"743,150",2017-01-05
70,The Chainsmokers,Setting Fires,"741,909",2017-01-05
71,Desiigner,Panda,"736,005",2017-01-05
72,Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),"735,160",2017-01-05
73,Jon Bellion,All Time Low,"728,412",2017-01-05
74,Coldplay,Hymn for the Weekend - Seeb Remix,"726,016",2017-01-05
75,Mike Perry,The Ocean (feat. Shy Martin),"721,729",2017-01-05
76,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","716,708",2017-01-05
77,Justin Bieber,Sorry,"712,723",2017-01-05
78,Drake,Controlla,"707,973",2017-01-05
79,21 Savage,X (feat. Future),"697,269",2017-01-05
80,Rob $tone,Chill Bill,"697,027",2017-01-05
81,Little Mix,Shout Out to My Ex,"690,191",2017-01-05
82,Ed Sheeran,Photograph,"664,703",2017-01-05
83,Rihanna,Needed Me,"662,679",2017-01-05
84,Sebastian Yatra,Traicionera,"660,224",2017-01-05
85,MC G15,Deu Onda,"656,931",2017-01-05
86,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"655,058",2017-01-05
87,Drake,Sneakin’,"653,082",2017-01-05
88,The Weeknd,Sidewalks,"649,705",2017-01-05
89,Bruno Mars,Versace on the Floor,"648,500",2017-01-05
90,Carlos Vives,La Bicicleta,"646,314",2017-01-05
91,Bebe Rexha,I Got You,"646,227",2017-01-05
92,FRENSHIP,Capsize,"641,469",2017-01-05
93,Hearts & Colors,Lighthouse - Andrelli Remix,"640,563",2017-01-05
94,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"639,419",2017-01-05
95,Ariana Grande,Into You,"632,754",2017-01-05
96,DNCE,Cake By The Ocean,"630,575",2017-01-05
97,AJR,Weak,"625,740",2017-01-05
98,Andy Grammer,Fresh Eyes,"625,670",2017-01-05
99,Lukas Graham,7 Years,"625,517",2017-01-05
100,Sia,The Greatest,"611,119",2017-01-05
101,The Weeknd,Six Feet Under,"604,911",2017-01-05
102,Adele,Send My Love (To Your New Lover),"596,260",2017-01-05
103,Childish Gambino,Redbone,"595,931",2017-01-05
104,MØ,Final Song,"594,516",2017-01-05
105,21 Savage,No Heart,"593,159",2017-01-05
106,Ed Sheeran,Thinking out Loud,"592,905",2017-01-05
107,Niall Horan,This Town,"589,593",2017-01-05
108,DJ Snake,Middle,"584,756",2017-01-05
109,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),"570,703",2017-01-05
110,KYLE,iSpy (feat. Lil Yachty),"568,621",2017-01-05
111,Jonas Blue,Fast Car,"562,616",2017-01-05
112,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"562,191",2017-01-05
113,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","561,663",2017-01-05
114,Ozuna,Dile Que Tu Me Quieres,"559,196",2017-01-05
115,Calum Scott,Dancing On My Own,"558,901",2017-01-05
116,Daddy Yankee,Shaky Shaky,"555,101",2017-01-05
117,Nause,Dynamite (feat. Pretty Sister),"553,366",2017-01-05
118,Galantis,Love on Me,"551,092",2017-01-05
119,G-Eazy,Some Kind Of Drug,"548,313",2017-01-05
120,Enrique Iglesias,DUELE EL CORAZON,"548,083",2017-01-05
121,G-Eazy,"Me, Myself & I","547,605",2017-01-05
122,Cheat Codes,Sex,"546,595",2017-01-05
123,Young M.A,OOOUUU,"543,428",2017-01-05
124,Major Lazer,Lean On (feat. MØ & DJ Snake),"537,859",2017-01-05
125,San Holo,Light,"523,666",2017-01-05
126,James Hersey,Miss You,"519,449",2017-01-05
127,Adele,Hello,"518,782",2017-01-05
128,Rihanna,Love On The Brain,"517,950",2017-01-05
129,J. Cole,Neighbors,"516,241",2017-01-05
130,Lil Uzi Vert,You Was Right,"516,104",2017-01-05
131,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"511,538",2017-01-05
132,Young Thug,pick up the phone,"510,160",2017-01-05
133,ZAYN,PILLOWTALK,"508,539",2017-01-05
134,State of Sound,Wake Up Where You Are,"505,436",2017-01-05
135,Flume,Never Be Like You,"503,720",2017-01-05
136,Zara Larsson,Ain't My Fault,"499,296",2017-01-05
137,Sean Paul,No Lie,"494,837",2017-01-05
138,Piso 21,Me Llamas (feat. Maluma) - Remix,"490,433",2017-01-05
139,Zara Larsson,Lush Life,"486,081",2017-01-05
140,The Chainsmokers,Roses,"485,488",2017-01-05
141,JP Cooper,September Song,"480,799",2017-01-05
142,Shawn Mendes,Stitches,"480,756",2017-01-05
143,The Weeknd,Reminder,"478,125",2017-01-05
144,Wisin,Vacaciones,"476,968",2017-01-05
145,KREAM,Taped up Heart (feat. Clara Mae),"474,211",2017-01-05
146,J. Cole,Immortal,"472,917",2017-01-05
147,DVBBS,Not Going Home,"471,264",2017-01-05
148,Little Mix,Touch,"467,998",2017-01-05
149,Rae Sremmurd,Swang,"466,256",2017-01-05
150,Bruno Mars,That's What I Like,"464,772",2017-01-05
151,James Bay,Let It Go,"464,635",2017-01-05
152,Chino & Nacho,Andas En Mi Cabeza,"463,914",2017-01-05
153,MiC LOWRY,Oh Lord,"463,172",2017-01-05
154,Justin Bieber,What Do You Mean?,"461,825",2017-01-05
155,Maluma,Borro Cassette,"461,232",2017-01-05
156,The Weeknd,Rockin’,"458,591",2017-01-05
157,Dante Klein,Let Me Hold You (Turn Me On),"455,132",2017-01-05
158,Tove Lo,Cool Girl,"437,890",2017-01-05
159,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","436,567",2017-01-05
160,The Weeknd,The Hills,"434,751",2017-01-05
161,The Weeknd,Die For You,"434,208",2017-01-05
162,Drake,Hotline Bling,"433,247",2017-01-05
163,Drake,Jumpman,"430,644",2017-01-05
164,Joel Adams,Please Don't Go,"429,902",2017-01-05
165,Anne-Marie,Alarm,"428,293",2017-01-05
166,Maluma,Cuatro Babys,"427,633",2017-01-05
167,Kiiara,Gold,"425,573",2017-01-05
168,Galantis,No Money,"422,216",2017-01-05
169,Marc E. Bassy,You & Me,"419,324",2017-01-05
170,Lady Gaga,Million Reasons,"418,107",2017-01-05
171,Milky Chance,Cocoon,"417,770",2017-01-05
172,Future,Low Life,"417,716",2017-01-05
173,J. Cole,No Role Modelz,"409,384",2017-01-05
174,Isaiah,It's Gotta Be You,"406,952",2017-01-05
175,Charly Black,Gyal You A Party Animal - Remix,"403,674",2017-01-05
176,Future,Used to This,"402,336",2017-01-05
177,Flo Rida,Cake - Challenge Version,"400,628",2017-01-05
178,The Weeknd,Secrets,"400,369",2017-01-05
179,David Guetta,Would I Lie to You - Radio Edit,"397,258",2017-01-05
180,Coldplay,Hymn for the Weekend,"397,016",2017-01-05
181,Mura Masa,Love$ick (feat. A$AP Rocky),"396,923",2017-01-05
182,The Weeknd,True Colors,"392,940",2017-01-05
183,The Weeknd,Can't Feel My Face,"390,048",2017-01-05
184,Flume,Say It (feat. Tove Lo),"389,288",2017-01-05
185,John Legend,All of Me,"385,619",2017-01-05
186,Eminem,'Till I Collapse,"382,972",2017-01-05
187,Passenger,Let Her Go,"382,471",2017-01-05
188,VÉRITÉ,Somebody Else,"379,945",2017-01-05
189,Adele,When We Were Young,"379,544",2017-01-05
190,J. Cole,Change,"378,246",2017-01-05
191,Travis Scott,goosebumps,"375,908",2017-01-05
192,The Killers,Mr. Brightside,"375,770",2017-01-05
193,Sam Smith,Stay With Me,"373,221",2017-01-05
194,Post Malone,White Iverson,"373,170",2017-01-05
195,Coldplay,The Scientist,"373,137",2017-01-05
196,Farruko,Chillax (feat. Ky-Mani Marley),"372,793",2017-01-05
197,Chris Brown,Party,"370,341",2017-01-05
198,Coldplay,Adventure of a Lifetime,"365,939",2017-01-05
199,Robin Schulz,Sugar (feat. Francesco Yates),"362,371",2017-01-05
200,Hozier,Take Me To Church,"359,426",2017-01-05
Rank,Artist,Title,Streams,Date
1,The Weeknd,Starboy,"3,579,206",2017-01-06
2,The Chainsmokers,Closer,"3,202,540",2017-01-06
3,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"2,990,199",2017-01-06
4,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","2,898,180",2017-01-06
5,DJ Snake,Let Me Love You,"2,677,274",2017-01-06
6,Maroon 5,Don't Wanna Know,"2,573,317",2017-01-06
7,James Arthur,Say You Won't Let Go,"2,565,362",2017-01-06
8,The Weeknd,I Feel It Coming,"2,470,422",2017-01-06
9,Drake,Fake Love,"2,423,689",2017-01-06
10,Bruno Mars,24K Magic,"2,295,803",2017-01-06
11,Rae Sremmurd,Black Beatles,"2,166,093",2017-01-06
12,Starley,Call On Me - Ryan Riback Extended Remix,"2,091,684",2017-01-06
13,Shakira,Chantaje (feat. Maluma),"2,085,940",2017-01-06
14,Martin Garrix,In the Name of Love,"1,987,716",2017-01-06
15,Drake,One Dance,"1,948,976",2017-01-06
16,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"1,921,364",2017-01-06
17,Steve Aoki,Just Hold On,"1,910,581",2017-01-06
18,Migos,Bad and Boujee (feat. Lil Uzi Vert),"1,881,634",2017-01-06
19,Ariana Grande,Side To Side,"1,849,349",2017-01-06
20,Machine Gun Kelly,Bad Things (with Camila Cabello),"1,763,077",2017-01-06
21,Shawn Mendes,Mercy,"1,679,826",2017-01-06
22,The Chainsmokers,All We Know,"1,607,374",2017-01-06
23,Hailee Steinfeld,Starving,"1,597,095",2017-01-06
24,Calvin Harris,My Way,"1,507,960",2017-01-06
25,Twenty One Pilots,Heathens,"1,491,085",2017-01-06
26,Shawn Mendes,Treat You Better,"1,432,104",2017-01-06
27,Alessia Cara,Scars To Your Beautiful,"1,411,688",2017-01-06
28,The Vamps,All Night,"1,406,792",2017-01-06
29,The Chainsmokers,Don't Let Me Down,"1,380,865",2017-01-06
30,Zara Larsson,I Would Like,"1,359,200",2017-01-06
31,John Legend,Love Me Now,"1,346,937",2017-01-06
32,Robin Schulz,Shed a Light,"1,344,230",2017-01-06
33,Sage The Gemini,Now and Later,"1,333,151",2017-01-06
